,Platform,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PriceCharting_ID,Description,URL
207,nes,Dragon Warrior,"August 1, 1989",Everyone,Nintendo,Chunsoft,RPG,"045496630379,074299063497",12216,"In olden days of yore, the realm of Alefgard was cloaked in darkness. According to legend, a brave warrior, Erdrick, brought light back to the land by defeating an evil being. He used the Ball of Light bequeathed to him by a friend to drive off the enemies of Alefgard. He then gave the Ball of Light to King Lorik, who unified Alefgard. The land was at peace for many generations. In the time of King Lorik XVI, the Ball of Light were stolen from Tantegel Castle by the evil Dragonlord, and once again the Kingdom of Alefgard was plunged into darkness. Many travelers fell prey to the merciless fangs of monsters, and the beautiful was transformed into poisonous swamps that hindered travelers. It was also rumored that several Towns and Villages were destroyed; wiped off the face of the land by Ghosts & Dragons.

Many brave warriors tried to recover the Ball of Light, but none of them returned from Charlock, the Dragonlord's dark castle. The people longed for peace, but did not give up hope. The great Seer Mahetta predicted that ""One day, a descendent of the valiant Edrick shall come forth to defeat the Dragonlord.""

Who is this brave soul? There is only one possible answer. You.

Your quest is to find and defeat the Dragonlord. The time has come. This is the start of your adventure.",https://www.pricecharting.com/game/nes/dragon-warrior
208,nes,Dragon Warrior II,"September 1, 1990",Everyone,"Enix America, Inc.",Chunsoft,RPG,719631000012,12215,"DRAGON WARRIOR II
This is a Role playing Game filled with Adventures and Challenges.

Long ago, Erdrick the Great defeated the Dragonlord and recovered the mystical ball of light in Adalfgard. This valiant warrior then took Princess Gwaelin's hand in marriage, and together they founded the country of Torland. Their union was blessed and Gwaelin brought forth two sons and a daughter. Under the rule of the children and their descendants there was prosperity throughout the land for generations. One day, however, this peace was shattered by the wicked Sorcerer Hargon. Now it's time for you to claim your birthright as the Prince of Midenhall, as Erdrick's blood also flows through your veins. By seeking out companions from your lineage, you must restore order to the land. With the Prince of Cannock and the Princess of Moonbrooke at your side, you are about to embark on a most adventurous journey. Use your strength and cunning for you are about to enter the world of Dragon Warrior II.

Prince of Cannock:
With weapons and magic he will fight by your side.

Prince of Midenhall:
You are the Prince of Midenhall, a brave and heroic warrior.

Princess of Moonbrooke:
She is unequalled in the ways of magic.

As the leader of your group, you will set forth with your allies. By combining your skills, you can defeat even the most fierce groups of enemies.

* The world you are about to enter is four times larger than the world of Dragon Warrior I. You must overcome great obstacles during your adventure.
* You will find a great deal of information in the towns and castles, speak with everyone to solve the mysteries ahead.
* Enemies will attack you in groups. Work together to defeat them with weapons and magic. As your characters grow stronger you will master 22 magical spells.",https://www.pricecharting.com/game/nes/dragon-warrior-ii
209,nes,Dragon Warrior III,"March 1, 1992",Everyone,"Enix America, Inc.",ChunSoft,RPG,719631000029,8868,"The Legacy of Erdrick Continues...

On your 16th birthday, you wake to the sound of your mother's voice. ""This is the day you are to see the King of Aliahan."" Your mother has raised you to be a brave lad and you must now carry on your father's legacy. He was a legendary warrior of Aliahan, who suffered death at the hands of a fiendish monster. ""If not stopped, the Archfiend Baramos will certainly destroy our world"", the King says. Your challenge, your destiny - the Destruction of Baramos. With three allies of your choosing, you are set to embark on your quest to save the world from Baramos...your final enemy?

* 8 Classes of characters to select from: Hero, Soldier, Pilgrim, Wizard, Fighter, Merchant, Sage, and Goof-Off.
* Change classes of your characters mid-game.
* Main story contains dozens of intricate subplots.
* Travel day and night.
* Gamble on monster battles at the Fight Rings.
* Select from an expanded arsenal of weapons, armor and spells.
* Visit over 40 castles, towns, villages and shrines.",https://www.pricecharting.com/game/nes/dragon-warrior-iii
210,nes,Dragon Warrior IV,"October 1, 1992",Everyone,"Enix America, Inc.",ChunSoft,RPG,719631000043,8869,none,https://www.pricecharting.com/game/nes/dragon-warrior-iv
211,nes,Duck Hunt,"October 15, 1985",Everyone,Nintendo,Nintendo R&D1,Light Gun,079522653056,12218,"Take Aim, fire and score! It’s Duck Hunt!
Your trusty hunting dog wades into the marshes to flush out your prey. Your fingers tighten around your Zapper light gun. Suddenly, there’s a duck in the air! You’ve only got three shots to bag this duck, and if you miss, even your dog laughs at you! But become a sharp-shooter, and you’ll progress to the next round where two ducks fly up at the same time. And then you’re on to the ultimate challenge: Clay Shooting. Where you’ll compete in a wild clay-pigeon shooting contest! Play Duck Hunt and discover you can have lots of laughs and be challenged at the same time.",https://www.pricecharting.com/game/nes/duck-hunt
212,nes,Duck Hunt Test Cartridge,none,Not Applicable,Nintendo,Nintendo,Shoot'em Up,none,71682,none,https://www.pricecharting.com/game/nes/duck-hunt-test-cartridge
213,nes,Duck Tales,"September 1, 1989",Everyone,Capcom,Capcom,Platformer,013388110162,12219,"Bless me bagpipes! When will that thrill-seeker, Scrooge McDuck, ever quit? Never one to turn away from adventure, Uncle Scrooge has taken on his greatest challenge – to discover the legendary Five Lost Treasures and become the “Richest Duck in the World!”
Join Scrooge and the DUCKTALES gang: gung-ho flying ace, Launchpad; the nephews, Huey, Dewey and Louie; and little Webby on their search. Together, they must trek through the treacherous Amazon jungle, down into the diamond mines of Africa, and even to the Moon!
Are you “Duck” enough to join them on their adventure? Come along to Duckburg Headquarters and see for yourself!",https://www.pricecharting.com/game/nes/duck-tales
214,nes,Duck Tales 2,"October 1, 1993",Everyone,Capcom,Capcom,Platformer,013388110360,8878,"Scrooge McDuck is hot on the trail of the richest adventure ever. Pieces to the map of the Lost Treasure of McDuck have been scattered across the globe, and Scrooge must find them before the greedy Flintheart Glomgold grabs them. It's going to be a race to the finish as both of them try to find the treasure and become the richest duck in the world! Join Scrooge and his nephews as they explore the ancient pyramids of Egypt and do battle with swash-buckling pirates in the Bermuda Triangle. Help them search the haunted halls of an ancient Scottish castle and scale the watery heights of Niagara Falls. Aid Scrooge in his quest for the secret of the island of Mu and you'll gain the final clue to unravel the hidden location of the Lost Treasure of McDuck!",https://www.pricecharting.com/game/nes/duck-tales-2
215,nes,Dudes with Attitude,"January 1, 1990",none,American Video Entertainment,American Video Entertainment,Puzzle,021619110102,12220,"Head out across the high seas as the legendary Pirate Island, a lush tropical island loaded with buried treasure and buried trouble. You'll explore secret catacombs of unrelenting mind-bending challenge. Discover wealth beyond your wildest dreams. But what is the value of all the riches in the world after you've been snuffed out by the twirling STAR-A-LIZER or the slobbering, bounding JAWS.",https://www.pricecharting.com/game/nes/dudes-with-attitude
216,nes,Dungeon Magic,"November 10, 1989",Everyone,Taito Corporation,Natsume,RPG,020588010239,12221,"A dark storm veils the sun, twisting trees and sowing terror. Deep in the earth the devil Darces emerges to rule over all. Join in the quest for Tores, the only sword with magic enough to smite Darces the Overlord. Search ancient caves, dank dungeons and mysterious mazes for clues to the age-old prophecy. Receive blessings and cast wondrous spells. Every step brings danger, every town holds a secret. If at last you understand, you can call the elements to your ultimate triumph!",https://www.pricecharting.com/game/nes/dungeon-magic
217,nes,Dusty Diamond's All-Star Softball,"July 1, 1990",none,Broderbund,TOSE,Baseball,047956169405,12222,"Mudville was the sight of the classic poem, ""Casey at the Bat."" But Mudville has another - and some say even greater - claim to fame. Each year, the world's wildest softball players gather in Mudville to battle for the World's All-Star Softball Championship. Can your team - with a little advice from Dusty Diamond, the legendary all-time All-Star - play fiercely enough to win? You'll have to battle your way through five tournament games to challenge last year's champions, the awesome ""Amazons."" Will they triumph again? Choose your team... and play ball!",https://www.pricecharting.com/game/nes/dusty-diamond's-all-star-softball
218,nes,Dynowarz The Destruction of Spondylus,"April 1, 1990",Everyone,Bandai America Inc.,Advance Communication Company,Action & Adventure,045557072209,8889,"Something was terribly wrong in the distant man-made Spondylus Solar System. One by one the planets' central life support computers had been infected with a life-threatening virus while the planet surfaces had been overrun with giant computerized dinosaurs known as Robosaurs. Under attack in his laboratory on Alpha Planet, Professor Proteus, the mastermind of the Spondylus System and founder of the Robosaur project suddenly realized that this deadly sabotage could only be the work of his former partner, the deranged Dr. Brainius. Years earlier, the doctor had fled Alpha Planet after Professor Proteus had exposed him for performing forbidden robotic experiments on human subjects. At last, he had returned to seek his revenge using the Professor's own creations! But, little did he realize that Proteus had been hard at work for the past few years perfecting the ultimate robosaur, Cyborasaurus! There was only one hope to save the Spondylus System. Cyborasaurus must be unleashed! The DYNOWARZ must begin!",https://www.pricecharting.com/game/nes/dynowarz-the-destruction-of-spondylus
219,nes,Elevator Action,"August 1, 1987",none,Taito Corporation,Micronics,Arcade,020588010017,11989,The ups & downs of the spy game! You're a macho master spy who must sneak through a heavily guarded enemy defense building to steal top-secret government documents!,https://www.pricecharting.com/game/nes/elevator-action
220,nes,Eliminator Boat Duel,"November 1, 1991",Everyone,Electro Brain,Sculptured Software,Racing,099451030643,8906,"Get ready, get psyched, get turboed for the thrill of your aquatic life as you make a splash into the racing scene. Your dream is to dethrone the Emperor of foul play, the King of sore losers, the legendary Power Boating League World Champion - Disaster Don. He's as cunning as he is rotten and he'll stoop to anything to stop you from getting the glory. You've waited for this all your life. You've dreamed of the leanest, meanest, radical raspberry red Eliminator, the likes and sounds of which the world has never, ever seen before - a boat with such a thunderous roar the competitors quake but the beach babes swoon - this boat could make you King of the Ocean!",https://www.pricecharting.com/game/nes/eliminator-boat-duel
221,nes,Excitebike,"October 18, 1985",Everyone,Nintendo,Nintendo,Racing,752492141692,11990,"This thrilling Nintendo programmable game lets you vary the obstacles, change the sequence of events, and increase the racing challenge time and time again! You'll start out in a Nintendo designed preliminary race, and move through a series of increasingly difficult challenge races! You'll face crazy curves, hairpin turns, daredevil jumps, and some very fierce motorcross competition, as you race your bike towards the checkered flag. This thrilling test of driving strategy and skill will keep you riveted to the screen for hours!",https://www.pricecharting.com/game/nes/excitebike
222,nes,Exodus Journey to the Promised Land,"January 1, 1990",Everyone,Wisdom Tree,Wisdom Tree,Puzzle,637609288586,12223,"Experience the spectacular events surrounding the journey to the Promised Land. Witness the sovereign hand of God, his chosen leader Moses and the mighty exploits that brought the Israelites out of slavery and established the written law. Help Moses solve the puzzle with 100 fascinating levels featuring mazes and other obstacles to faith. With your staff and the spoken word of God, you will defend against enemies including magicians, Pharaoh's soldiers, weaknesses of man, hardened hearts, and other devices that challenged the character of God. Along the way, Moses can gather Holy oil, the armor of God, greater faith and much more. Illustrated with 50 colorful reward screens, this learning tool also includes 250 questions spanning the entire book of Exodus. Are you ready to defend the faith?",https://www.pricecharting.com/game/nes/exodus-journey-to-the-promised-land
223,nes,F-117A Stealth Fighter,"December 1, 1992",Everyone,MicroProse,MicroProse,Simulation,019703157300,8928,"Strap yourself into the cockpit of the world's most elite fighting weapon! It's the F-117A Stealth Fighter. And once you fly it, you'll see why no other flight simulator compares! Incredible 3-D graphics will keep you glued to your screen as you experience the same intense pressures that gripped America's Gulf War pilots. Penetrate enemy airspace without being seen! Tangle with the enemy in treacherous dogfights! Launch awesome firepower against fierce opponents! Your wait is over. The ultimate weapon has arrived. Now it's your turn to pilot the real Stealth Fighter!",https://www.pricecharting.com/game/nes/f-117a-stealth-fighter
224,nes,F-15 City War,"January 1, 1990",none,American Video Entertainment,American Video Entertainment,Action & Adventure,021619110010,19760,Your city is under siege. Protect it or die. Jets. Tanks. Gun Boats. Giant Robots. Choppers. They're all out to destroy you. But you've got the power and speed of an F-15 behind you and all the ammo you need to decimate the enemy.,https://www.pricecharting.com/game/nes/f-15-city-war
225,nes,F-15 Strike Eagle,"February 1, 1992",Everyone,MicroProse,MicroProse,Action & Adventure,019703150202,8929,"Strap yourself into the cockpit of America's hottest jet - the F-15 Strike Eagle! With awesome maneuverability and firepower, the F-15 can take on any challenge, anywhere, against anyone! F-15 Strike Eagle is your chance to pilot the powerful jet on dangerous missions in the Persian Gulf. Try to destroy chemical warfare plants and lead an assault against the enemy. Lots of thrilling 3-D graphic adventures make the game constantly challenging, always new!",https://www.pricecharting.com/game/nes/f-15-strike-eagle
226,nes,Family Feud,"May 1, 1991",Everyone,GameTek,Beam Software,Trivia,043948560007,8935,"It's time to play the Feud! Can you take the pressure? All the lightning-fast action of one of television's most popular family game shows, plus sparkling color, lots of excitement, amusing graphics, upbeat music, even contestants who cheer when they win and look dejected when they lose. You already know how to play... here's your chance to prove that you can rack up the score. Think fast - each family member has 45 seconds to come up with an answer to the survey questions, then the winners race against the clock in the Fast Money Bonus Round. Good answer! Good answer!",https://www.pricecharting.com/game/nes/family-feud
227,nes,Family Fun Fitness Bundle,"August 12, 1986",Everyone,Bandai,Bandai,Sports,045557873011,4643062,none,https://www.pricecharting.com/game/nes/family-fun-fitness-bundle
228,nes,Family Fun Fitness Stadium Events,"September 1, 1987",none,Bandai,none,Sports,045557873059,12224,none,https://www.pricecharting.com/game/nes/family-fun-fitness-stadium-events
229,nes,Fantastic Adventures of Dizzy,"April 1, 1991",none,Camerica,Codemasters,Action & Adventure,069667074021,12225,"Dizzy's cartoon adventure on Treasure Island! Discover Zakeria - a magical kingdom ruled by the evil wizard Zaks. Explore the mysterious island's treehouse village, fabulous gold mines, dragon's lair, and cloud castle. Find secret treasure maps, encounter strange magicians, wizards, trolls, pirates, leprechauns and many other weird and wonderful creatures. Dizzy's game is brilliant. It's like a real cartoon but with amazing gameplay!",https://www.pricecharting.com/game/nes/fantastic-adventures-of-dizzy
230,nes,Fantasy Zone,"January 1, 1989",Everyone,Tengen,Pixel,Shoot'em Up,031763103127,12226,"Imagine the wildest, wackiest place in the Universe and you've got Fantasy Zone! As Opa-Opa, a living spaceship, you'll marvel at the incredible landscapes filled with the strangest creatures. Watch out! They may look cute and innocent, but they're Menons, nasty aliens that have overrun the eight planets that make up Fantasy Zone. Your job is to clear each world of Menons. Every time you zap one, it turns into a coin. Collect enough coins and you can buy power-up items like deadlier weapons and mightier engines. At the end of every planet lurks a super-powerful boss. Find a way to blast past these monsters in order to continue your exciting journey in the Fantasy Zone!",https://www.pricecharting.com/game/nes/fantasy-zone
231,nes,Faria,"June 1, 1991",Everyone,Nexoft,Game Arts,RPG,093992010508,8939,"If you're ready for mind-blowing action... If you're prepared to test yourself against the most fearsome forces of evil... Then it's time to enter the world of FARIA! Slash your way through a relentless onslaught of bloodthirsty monsters! Challenge a cruel and cunning Wizard with your magic and your wits! The King's daughter has been kidnapped by a fiendishly powerful Wizard for his bride. The soldiers and magicians of the King are all powerless to rescue her. And now you have come from a distant land to answer the king's desperate pleas for help! FARIA is action-adventuring fun for the entire family!

Featuring:
* Feverish battle against every monster ever imagined!
* Challenging gameplay for even the most experienced adventurer!
* Over 70 different items to acquire, from powerful weapons to spectacular magical powers!
* Adventurer's Guide included!",https://www.pricecharting.com/game/nes/faria
232,nes,Faxanadu,"August 1, 1989",Everyone,Nintendo,Falcom,Action & Adventure,"045496630485,074299063473",13717,"You are the elves' last hope. Outside the town walls lurk monsters with the power to destroy anything in their path. Inside the walls, water and time are running out. Soon the ancient elf town of Eolis will vanish into eternity. Only you can save Eolis. No one else dares to venture beyond the walls, onto the World Tree, where towns and fortresses precariously await the whims of fate at the hands of the Evil. You are searching for the water source and for an antidote to the poison that makes the water undrinkable. To find them you'll need gold and food and magic, speed with a sword... and luck. Every town holds a new mystery, every fortress a new danger. Merchants will sell you magic and valuable tools, but it's up to you to figure out what you need. Long, secret mantras help you slip through the mists, but will you survive the next challenge? This is Faxanadu, the legend, the adventure - the incredible journey on the World Tree!",https://www.pricecharting.com/game/nes/faxanadu
233,nes,Felix the Cat,"October 1, 1992",Not Applicable,Hudson Soft,Shimada Kikaku,Platformer,039854000171,8948,"The World's Most Famous Cat is off on his greatest adventure yet! Felix must rescue his girlfriend Kitty from his oldest adversary - The Professor. You see, The Professor has kidnapped her and demands Felix's Magic Bag of Tricks as ransom. Now it's up to Felix to save the day! Join Felix on his worldwide search - fly a monoplane across mountains, delve into the ocean depths in a submarine and race across bizarre landscapes in a wild and wacky one-wheeled car! All of these provided by the Magic Bag of Tricks! But beware! The Professor has his crew out to stop Felix. Rock Bottom, Poindexter and Master Cylinder can't wait to try their luck at capturing our courageous hero. So get set for incredible action in a world where imagination is all a hero needs!",https://www.pricecharting.com/game/nes/felix-the-cat
234,nes,Ferrari Grand Prix Challenge,"June 1, 1992",Everyone,Acclaim,System 3,Racing,021481107026,8949,"Drive for the world's most famous auto racing team in the ultimate F1 competition... FERRARI GRAND PRIX CHALLENGE. From the qualifying laps to earn starting position, to multi-G cornering, to ""every-second-counts"" pit stops... get closer to real life Grand Prix racing than any game has taken you before. Challenge 25 Formula One drivers for the ultimate reward in auto racing... THE GRAND PRIX WORLD CHAMPIONSHIP!",https://www.pricecharting.com/game/nes/ferrari-grand-prix-challenge
235,nes,Fester's Quest,"September 1, 1989",Everyone,Sunsoft,SunSoft,Action & Adventure,020763110075,8950,"It's just a kidnapping. Of an entire day. By an alien UFO! Will Fester sit still for this? The quest begins. For starters, take on slime replicators, skeeters, globules and giant scorpions. Your health is at stake, not to mention your life! Will you whip the Alien Bosses or will they whip you? Lucky for you, this is a family affair. And what a family! Find your way to Thing and help is right at hand. In trouble? Just ring for Lurch. He'll give those aliens trouble with a capital ""L"". The fate of the whole city is in your hands, and we've saved the worst for last!",https://www.pricecharting.com/game/nes/fester's-quest
236,nes,Final Fantasy,"May 1, 1990",Everyone,Nintendo,Square,RPG,"045496630607,074299063503",8970,"An evil shroud covers the world in darkness. You must restore the powers of earth, wind, fire, and water to the Four Orbs. Create your own band of 4 Light Warriors from fighters, thieves, martial artists, and magicians. You’ll need all their skills to triumph in this massive role-playing adventure.
Your treacherous journey takes you all parts of a strange new world. Explore dangerous castles and dark caverns where deadly perils, and great rewards, await at every turn. Hundreds of ferocious monsters block your path. With patience, skill, and cunning, you can defeat them.
Come, begin your quest. Enter an enchanted new World. Command your warriors! Prepare to face the Final Fantasy!
A world shrouded in the darkness of evil. Your mission – to restore the light!",https://www.pricecharting.com/game/nes/final-fantasy
237,nes,Fire 'N Ice,"March 1, 1993",Everyone,Tecmo,Tecmo,Puzzle,018946110172,8975,"If you like puzzles and logic, you're going to love Fire 'n Ice! Fire monsters are loose on Coolmint Island. You must use your wits and skill to clear each level and defeat the wicked wizard. Beware! You might find yourself extremely hooked on this wildly addictive puzzle game!",https://www.pricecharting.com/game/nes/fire-'n-ice
238,nes,Firehawk,"January 1, 1991",Everyone,Camerica,Codemasters,Action & Adventure,"011161169666,069667074069",12229,Devastating! Awesome! Experience the power of the mighty Firehawk in this ultimate action game! Use skill to pilot the Firehawk gunship through 7 daring missions! Battle with the enemy troops armed to the teeth with lethal weapons! Bonus power-ups! Super-fast 360 degree scrolling! The action's just non-stop in FIREHAWK!,https://www.pricecharting.com/game/nes/firehawk
239,nes,Fisher-Price Firehouse Rescue,"March 1, 1992",none,GameTek,Imagineering Inc,Action & Adventure,043948500065,8976,"It's Fisher-Price Firehouse Rescue! Have you ever wanted to drive your very own fire truck? Now you can, with the exciting NES version of every child's favorite Fisher-Price toy. Guide your brightly colored fire truck through the street mazes. When you get to the flashing house, bring the Little People (and even their cat) down the fire truck ladder. Whether you're 3 years old or 8 years old or anywhere in between, this game is made just for you. There are four graduating skill levels, with multiple mazes at each level so there's lots of fun and challenges for everyone. Can you work your way up from Firefighter to Fire Chief? Sure you can!",https://www.pricecharting.com/game/nes/fisher-price-firehouse-rescue
240,nes,Fisher Price I Can Remember,"March 1, 1990",Everyone,GameTek,Beam Software,Educational,043948500034,12230,"To play I Can Remember, you have to concentrate! Can you remember what you see? Can you remember where you saw it? Choose a number and look at the picture that's revealed underneath. Then choose another number and look at that picture. Do they match? If they do, they'll stay turned up. If they don't, they'll turn down again and your opponent gets to pick two more. Keep picking pairs until all the pictures are matched and the entire game board is uncovered. Play alone, play against a friend or even the computer. As you get better, the boards get harder, with more numbers and more pictures to remember. You can do it!",https://www.pricecharting.com/game/nes/fisher-price-i-can-remember
241,nes,Fisher Price Perfect Fit,"March 1, 1990",none,GameTek,Beam Software,Educational,043948500027,12231,"Dropping down the Perfect Fit game chute are familiar, everyday objects such as letters, numbers, figures, and lots of familiar Fisher-Price toys. Inside the game board are outlines of these same objects, just waiting for you to move the pictures into their correct outlines. Play at your own level, from simple matches to matches requiring up-down or side-to-side flips. Play alone and better your time, or play against a friend or even the computer to see who's quicker. Whichever way you do it, it's great fun!",https://www.pricecharting.com/game/nes/fisher-price-perfect-fit
242,nes,Fist of the North Star,"April 1, 1989",Everyone,Taxan,Shouei System,Beat'em Up,040886536996,12232,"Danger lurks at every turn and hits when least expected! Since Laou's death, the Central Imperial Capital, a city ruled by the Emperor Heaven, has been in great confusion. KEN returns to rescue its people from the tyranny of their evil ruler. But many powerful enemies confront KEN and try to thwart his rescue efforts. Will he succeed or will he perish? Only you can answer these questions!",https://www.pricecharting.com/game/nes/fist-of-the-north-star
243,nes,Flight of the Intruder,"May 1, 1991",none,Mindscape,Imagineering Inc,Simulation,050047105015,8981,"It's 1972. The Gulf of Tonkin, Vietnam. You're Navy airman Jake ""Cool Hand"" Cribbon - ready to take on the best the Hanoi war machine has to offer. And this time, it looks like you're in for it! Experience top-flight realism with Flight of the Intruder! In this incredible air combat simulator, you'll fight for your life, flying either an A-6 Intruder bomber or an F-4 Phantom fighter in 12 different missions and over 50 combat rounds. Select from an arsenal of high-tech weaponry, including machine guns and heat-seeking missiles, and send them screaming toward your enemy with the help of a Heads-Up display and full cockpit instrumentation. Feel the heat as your weapons detonate in brilliant explosions! Then return to your carrier for some well-deserved R&R!",https://www.pricecharting.com/game/nes/flight-of-the-intruder
244,nes,Flintstones Surprise at Dinosaur Peak,"August 1, 1994",none,Taito Corporation,SOL,Platformer,020588010727,13107,"Pebbles and Bamm-Bamm have wandered away from home and it looks like Fred and Barney found them. Unfortunately, an active volcano stands in the way. Now, Fred and Barney must travel across the pre-hysterical world of Bedrock to rescue the kids! Fred swings a mean club and Barney's sling carries a nasty sting in this adventure for the whole family. Scale the side of a cliff, use crocodiles as trampolines, and leap into action as Bedrock's most famous citizens go looking for their children. Collect the hidden five fabled fire gemstones to pay a greedy Pterodactyl to return Pebbles and Bamm-Bamm to their homes!",https://www.pricecharting.com/game/nes/flintstones-surprise-at-dinosaur-peak
245,nes,Flintstones The Rescue of Dino and Hoppy,"December 1, 1991",Everyone,Taito Corporation,SOL,Action & Adventure,020588010437,8983,"It's prehistoric pandemonium as your favorite cave family, the Flintstones, get a visit from the 30th century. The clever scientist, Dr. Butler, needs some dinosaurs for the Orbit City Zoo, and he's invented a time machine to capture Dino and Hoppy. Can Fred find all the pieces that the Great Gazoo needs to build a time machine of his own? Can he make a jump into the future with the help of Wilma, Barney and Betty and rescue his prehistoric pals? Who says history has to be boring?",https://www.pricecharting.com/game/nes/flintstones-the-rescue-of-dino-and-hoppy
246,nes,Flying Dragon,"August 1, 1988",Everyone,Culture Brain,Culture Brain,Action & Adventure,047743890024,12234,"Suddenly, from an evil world, a mysterious super corp, ""The Tusk Soldiers"" appear, carrying a letter of challenge to Shorinji! What's the secret of the Hiryu no Ken Scrolls? Ryuhi begins his journey to The World Tournament, where the secret of the scrolls will be revealed to him.",https://www.pricecharting.com/game/nes/flying-dragon
247,nes,Flying Warriors,"February 1, 1991",Everyone,Culture Brain,Culture Brain,Action & Adventure,047743900068,12235,"New Heroes were born, their names, the Flying Warriors! The great adventures of five young heroes from the Light Dimension now begin! The Super Action System and Artificial Intelligence enables players to enjoy the speedy and realistic versus action. It also includes an independent mode that lets a maximum of eight people participate in fights against each other! When the evil red star appears in the sky and the great monster Demonyx revives, the five Flying Warriors sent by the Dragon Lord are ready to fight!",https://www.pricecharting.com/game/nes/flying-warriors
248,nes,Formula One Built To Win,"November 1, 1990",none,Seta Corporation,WinkySoft,Racing,092826900015,14550,Win prize money or go gambling in Las Vegas to build up your account... Use the money in your account to make improvements on your car and enter exciting races all over the world!,https://www.pricecharting.com/game/nes/formula-one-built-to-win
249,nes,Frankenstein the Monster Returns,"July 1, 1991",none,Bandai,TOSE,Beat'em Up,045557072506,12236,"For years the monster lay in the grave, and the villagers went peacefully about their business trying to forget the horrible nightmare days when HE had spread terror throughout the countryside. For years the sun seemed to shine brighter and the crops grew taller than anyone could ever remember. Surely, their troubles were far behind them, and life was one blissful long walk through paradise. But, their wonderful world would be shattered in one mighty flash from the heavens. For lightning had struck the old tombstone that lay battered and overgrown with weeds in a dark corner of the ancient cemetary. And just as fiendish life had once been given to the dead, it would be given again. First a twitch of a finger, a flutter of a heartbeat, then a powerful surge of energy to the twisted criminal brain that so long ago had terrorized the land in the powerful body of the hideous monster. The horror was about to begin again... Frankenstein had risen from the dead!",https://www.pricecharting.com/game/nes/frankenstein-the-monster-returns
250,nes,Freedom Force,"April 1, 1988",Everyone,SunSoft,SunSoft,Light Gun,"091199004863,020763110044",12237,"Mission: Neutralize Extremist Element! The fate of the airport is in your hands. Standing in your way are two deadly units of extremist guerillas. Four stunningly lifelike - and deadly - airport scenarios, and a climatic one-on-one duel with the most feared anarchist in the world today. Your assignment is to terminate the enemy element with extreme prejudice. You, and you alone, are freedom's last hope!",https://www.pricecharting.com/game/nes/freedom-force
251,nes,Friday the 13th,"February 1, 1989",Teen,LJN,Pack-In Video,Action & Adventure,023582051628,12238,"It all takes place out at Crystal Lake. That pleasant little camp where happy children of all ages go to spend a fun-filled summer... but this summer will be different. The fun will have to wait. Jason has decided to come to camp and terror is the only game they'll be playing. Only you can stop this terror. You and your six camp counselors can prevent Jason from running wild. It's not an easy task. You must first fight your way through forests filled with man-eating wolves, caves covered with blood-sucking bats, and hordes of mindless zombies at every turn. If a friend is in danger it's up to you to help... or else you can just kiss them goodbye. Jason doesn't play favorites. He'll take anyone. Don't think that hiding in a cabin or staying adrift in a canoe will keep you safe. The only way to survive this summer is to challenge Jason, face to face, and destroy him. Don't worry that it hasn't been done before... there is always a first time (well, not always).",https://www.pricecharting.com/game/nes/friday-the-13th
252,nes,Fun House,"January 1, 1991",Everyone,Hi Tech Expressions,Realtime Associates,Puzzle,087855000317,12239,"Now you can bring this wacky, wild, goopy, gloppy TV game show home. Rollerblade your way through 80 zany rooms tossing tomatoes at targets in the most outrageous Fun House ever built. This unpredictable mansion is not a place you'd want to call home. Fun House is a race against the clock where only the skilled can survive. Clock's running low? Find a lightning bolt to gain speed or pick up an alarm clock for some extra time. Better yet, find the hidden warp zones and short cut to the next maze. But watch out for the banana launchers and glob guns which will take away some of your precious time. Can you avoid the obstacles? Can you rollerblade on icy floors or up slime covered ramps? Can you collect enough coins to earn another pair of skates? The mission's yours. Remember... only those who think fast and move quickly will survive this sticky mess. Will you?",https://www.pricecharting.com/game/nes/fun-house
253,nes,Galactic Crusader,"January 1, 1990",none,Bunch Games,Sachen,Shoot'em Up,016315730013,32330,Your starship is alive - a metamorphic creature that can transform from a huge flying insect into a metallic destroyer! Penetrate squadron after squadron of bizarre alien fortifications. March onward to a final confrontation against an all-powerful enemy!,https://www.pricecharting.com/game/nes/galactic-crusader
254,nes,Galaga: Demons of Death,"September 1, 1988",Everyone,Bandai,Namco,Shoot'em Up,045557080006,11991,Move the fighters right and left and defend against the missiles and suicide attacks of the Galaga aliens and the Galaga Commander through infinite levels of play - with every third level having a challenging stage! Retrieve captured fighters from the descending Galaga Commander tractor-beam and double your firepower!,https://www.pricecharting.com/game/nes/galaga-demons-of-death
255,nes,Galaxy 5000,"February 1, 1991",none,Activision,Activision,Racing,047875700154,12242,"The future of Grand Prix racing is in outer space. And you're one of the hottest turbo-racers in the solar system. But are you tough enough to win the ultimate racing challenge, the GALAXY 5000? Dozens of track objects, including land mines, gun turrets, speed zappers, warp doors and deadly solar spikes! Awesome digitized sound effects. Hear the driver scream as he falls off the track. Use your winnings to repair damage, or upgrade to a more powerful turbo-craft!",https://www.pricecharting.com/game/nes/galaxy-5000
256,nes,Galf,"August 1, 2018",Not Applicable,Limited Run Games,none,Golf,none,52012,none,https://www.pricecharting.com/game/nes/galf
